% 
% 
@RELATION Moments 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE class {C02, C01} 

@DATA 
119.84002607561929,66.35163428127976,-1.1846622533144682,-0.43919266038169,C01
121.0385364177737,69.35680195550218,-1.1027469864002604,-0.6182693996528061,C01
116.15057309688581,75.01496711211247,-0.8569604184774396,-1.1667197732388768,C01
130.313606597138,69.54908696268248,-1.292210912293713,-0.21178389576209922,C01
123.2744592555332,71.55034759380393,-1.0735290634576056,-0.6789939517382582,C01
118.67090285357867,72.8072720276805,-0.9551513358679464,-0.9459011009831593,C01
111.70249017038007,72.5852366039742,-0.8299435328276609,-1.1781500628613693,C01
131.441498086386,64.05737163618642,-1.4612466200656657,0.4071936881236806,C01
127.92771728563095,73.7654912474286,-1.1193652311365032,-0.6593046604921673,C01
121.07909429280397,70.48124707073146,-1.0824569463616023,-0.7047500400706954,C01
116.18310482087571,74.75470347212585,-0.8719414302096136,-1.150023058347186,C01
100.69121184088807,68.75017843869551,-0.715038214868123,-1.3457758617959168,C01
107.81140868700678,75.07682891681122,-0.6533905632787033,-1.380547899374024,C01
116.14113172294141,68.96423976811359,-1.0180945051556616,-0.7846982407757603,C01
115.6016531394712,75.34434552509636,-0.8400403562657339,-1.2010274236872047,C01
106.84032716927453,84.17486484805808,-0.454138370168222,-1.7400957645848132,C01
116.27784026996625,67.83541321248285,-1.0615158041663957,-0.7074189667446977,C01
103.29722452361226,77.09126824046032,-0.5408008363805645,-1.5957796778670246,C01
112.05023777588099,74.28485564575482,-0.787166503716605,-1.2500711935922029,C01
128.56812283737025,77.52695095668628,-1.0258077283212577,-0.8811956515066406,C01
117.05356334841629,68.83133528073239,-1.0420069710789797,-0.7421570035643463,C01
127.10321921308125,70.55880869599967,-1.1883757764638894,-0.45299891818547966,C01
127.03796049866928,65.38731723770721,-1.3438840657675477,0.01814962252727126,C01
115.02162581789952,73.14952775854181,-0.8853984968947305,-1.101829330497204,C01
125.55638957816377,66.23252964549769,-1.280825405714692,-0.14403264670703342,C01
98.24575242718447,65.02792857491103,-0.7280317476582799,-1.2129257365748778,C01
119.84739390850007,70.67966347403858,-1.0270317675464327,-0.7643336901046522,C01
116.80361495927225,76.28846944872794,-0.8384425358593428,-1.2058963123325852,C01
120.43541890440386,71.82213861593537,-1.0250981970224304,-0.8301017583603714,C01
118.77347472671214,74.97005945362623,-0.9035134990623036,-1.076827306963259,C01
123.15666851134478,74.06385275400152,-1.0228183889671942,-0.8643066453120007,C01
119.78206479402465,70.63826920682318,-1.0383972788625249,-0.7590756145024233,C01
119.68606405198422,67.36603239339915,-1.1391757494221966,-0.526012809179754,C01
110.30685773961476,71.42901110927168,-0.8314844468045982,-1.1592194756891507,C01
116.00553240898846,67.48085164135689,-1.0734055053152662,-0.7011131720817927,C01
85.47766917293234,74.98490229158065,-0.23208555788682192,-1.8890136091142011,C01
109.60794659885569,71.81607890869404,-0.7909826362346135,-1.2000768360282326,C01
